,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
Belgium,1554.00353292948,,,,,,,,,,,,,,,,,,,,1566.21644579719,1570.35455935063,1574.50360624846,1578.66361537775,1582.8346157019,1587.01663626086,1591.20970617126,1595.41385462669,1599.62911089788,1603.85550433287,1608.09306435725,1630.75172253876,1653.72965004737,1677.03134551238,1700.66137095051,1724.62435265907,1748.92498212172,1773.56801692694,1798.5582816995,1823.90066904499,1849.60014050775,1875.6617275422,1902.0905324979,1928.89172961852,1956.07056605485,1983.63236289206,2011.58251619149,2092.66658279163,2083.0872287206,2127.14504760182,2194.68820286352,2241.24577787282,2286.72817506223,2332.14025246371,2461.44186033414,2462.73955448308,2581.08456715287,2631.00463552818,2631.22738977926,2614.36054753709,2728.30029929316,2749.40239905478,2801.78843113726,2861.58948890721,2936.26681303075,2914.60138870833,2980.08288696232,2973.80552916831,3059.9237251714,3171.26770078602,3206.22711875653,3195.35024962318,3364.86853890999,3360.5583207817,3444.30180186298,3409.47669808918,3426.09152711778,3437.95996293325,3507.43168863474,3510.63471557969,3654.84432807692,3660.70157724373,3740.80909756207,3751.04067772283,3740.86822904265,3742.93012608819,3761.50553379955,3877.59879332341,3874.22525746529,4032.16998750666,4091.50381816258,4052.19728094975,4108.36055554123,4124.83217396868,4140.29093083662,4192.43390542544,4240.59203013634,4282.6478939856,4316.80927401709,4366.63668060632,4456.85348286354,4442.71661553469,4466.98523766723,4506.91616869486,4565.57619337704,4639.14523849929,4682.46547975078,4700.10532627537,4700.77025640934,4746.96617932285,4858.37405274256,4959.52810025476,5029.69352078013,5045.5775479575,3696.14928830504,3027.95836840131,3388.89891634368,2821.91632634605,2636.43938390074,3249.34809110473,4906.6628035841,5166.58086919896,5513.88284675698,5864.80189747893,6123.55071196018,6131.48769949918,6209.33798344097,6183.17970366543,6598.96947631776,6763.12924445321,6865.09624702558,6615.18845421511,6291.56966049111,6216.08509361396,6063.87810971497,6335.15933640345,6529.95696006323,6834.45871455871,6697.84505125084,6423.53158860408,5272.79976819779,4501.67497645997,4617.74435248542,3740.55904939698,3794.17656809812,4048.70210046478,6372.2547155342,7175.78819244196,7533.4099442221,7749.11335250616,7990.46583983014,8393.4159920043,8343.10512700151,8645.37229166081,8950.30672541791,9244.72545964178,9529.40359287457,9714.96062301185,9477.27355829874,9675.46768945491,10076.6024914485,10512.511103443,10991.2067551613,11396.1283929879,12089.4094203292,12406.2880607441,12720.1770656046,13149.0411877632,13647.1960937197,14520.7422595888,15379.7052339934,15899.6595106599,16672.1435619542,17639.5814183338,18325.1694021061,18032.1154974271,19019.9446246538,19117.9744791027,19645.5378405179,20090.1204293078,20969.6231082711,20696.1337820252,20979.8458889158,20979.0125301026,21498.9380145989,21708.7454124145,22024.7530778592,22525.5630849355,23555.8201033033,24269.2318168566,24925.910001334,25293.5713495527,25575.570690388,25229.598338074,25947.3029398895,26480.9473158237,26725.4983709229,27561.1966291102,28030.6131445901,28937.1513967459,29940.2046990119,30092.0761285861,30485.8837476199,30736.5256016037,31600.0169943848,32077,32738.4070774513,33448.0016446076,33490.4660054293,32256.6407059905
Belize,542.96809741218,,,,,,,,,,,,,,,,,,,,542.96809741218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001.80327189742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1731.13272849578,,,,,,,,,,1868.45595308053,1893.402978272,1916.31961267881,1941.28696173832,1972.05406597032,2008.9593212737,2049.49367655496,2099.15852216438,2206.03910617376,2275.29829941234,2345.3973702552,2403.22517256163,2616.6965791274,2724.53658654028,3051.15240895317,3105.44500385709,3039.6873259657,3158.68800341034,3318.66439821249,3472.14344002976,3893.63338418747,3841.46004852859,3732.09491943986,3580.47640012808,3537.97666019347,3484.98201323154,3554.56711002779,3844.93189639907,4092.65546978109,4542.51986521743,4871.1086975526,5298.35235106992,5780.68909362863,5958.65059705969,5806.44687115231,5677.09989113162,5632.53292171965,5631.50106979978,5632.33508276878,5991.96710031008,6545.45313935653,6669.07020620994,6799.54199454027,7203.57840195234,7300.54117949905,7290,7392.7810466977,7250.58456903722,7297.7729432717,6998.07602246566
Benin,553.72,,,,,,,,,,,,,,,,,,,,553.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104.46653022144,1083.57132603995,1062.75220020924,1012.84446793717,1021.2854206058,1000.66249998333,980.063476022918,959.601080477821,974.037134266895,988.875203560925,996.925419954114,1006.38715400091,949.499064100637,970.339499576254,1012.24600150757,1039.34001273145,1051.66560732983,1035.83141080875,1048.78208118951,1052.79814687407,1047.17029561945,1024.93127380351,1085.79687874392,1081.86763822766,973.636253025963,987.957938924717,1002.18624155598,1029.16125138771,1032.01214921993,1083.17461880374,1154.23461467346,1186.70401990086,1277.89761569123,1187.13607092604,1243.82005664827,1297.16428906064,1285.07692559853,1225.85600977083,1222.90141530953,1158.33543926944,1165.46933854486,1181.64959625263,1191.20768071963,1177.91384417015,1168.53036391988,1176.66659367135,1202.15461121628,1232.97529239133,1251.87799268194,1272.79646407931,1307.56823179307,1333.30110468777,1372.87793092911,1386.0485371796,1389.13009471279,1390,1402.94091097796,1428.15322591769,1459.06777846852,1457.5744910573
Bermuda,1667.68772776598,,,,,,,,,,,,,,,,,,,,1667.68772776598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3076.96719225636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15223.633572229,,,,,,,,,,26177.3742010863,26739.579615777,27275.2431439374,26931.2409854274,29189.2795956575,29846.8082777382,33531.5324269353,37252.4171323151,37319.0053655208,37886.6038307339,39545.7876288181,40491.0256572336,40824.247436776,41017.639134232,41010.230569184,42201.7502834071,44362.7998972054,44711.4072488848,45419.6952854923,48756.7204930161,49679.2790008668,46674.6345475017,47347.3151393241,47289.5876080346,45646.522457125,48382.7369386328,49848.1673740608,51512.5530095919,51378.5487287335,51041.6400981483,48924.6362111704,49397.5615336453,47092.2507438642,49050.9792241685,49090.0050241414,52258.1958187567,53518.081624026,55325.3090693466,56945.1918222626,58649.8665664376,60167.7141918209,59936.0365632412,63470.4922093196,65055.8594676289,67086.1659851162,69916.7875944171,73551.1243061567,76745.8404040081,79925.2697062153
Bhutan,539.562981068131,,,,,,,,,,,,,,,,,,,,539.562981068131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683.4985252235,,,,,,,,,,,,,,,,,,,,835.914721809025,828.282210423455,807.622585823306,789.319680252322,799.5428169458,745.317394114829,783.532987412684,816.310152484469,845.458050806566,858.08858073695,874.570819225594,948.705025429131,946.81299646461,999.677723897788,1035.60045547089,1064.84564781878,1177.58733490501,1494.29008527544,1535.46664936658,1615.41242608271,1782.04054674962,1804.66574202489,1904.1794498028,1989.16910570133,2149.4740308151,2317.0746549333,2456.1218051999,2561.50765906571,2656.04868093468,2790.20807089109,2922.11417810381,3045.89492762574,3256.01929311629,3406.3639843689,3545.99039289948,3694,3845.0623549581,4520.51641573778,4670.9666564743,5053.83476616876
Bolivia,695.052146000487,,,,,,,,,,,,,,,,,,,,695.052146000487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2227.96375813422,2241.7912424366,2254.85361268435,2277.13446287287,2298.46572980665,2530.59506628679,2653.5708118697,2677.32634698743,2373.25130224046,2371.67288414908,2443.66208003342,2249.18609101496,2127.68632558939,2130.50119918307,2076.81614224273,2117.78192956642,2113.49309050054,2180.97254636961,2268.2738085588,2323.0238896868,2380.76437386577,2493.24156205426,2586.8860531696,2740.71728707497,2794.6197218726,2869.46031704377,2906.43817648988,2980.3313386976,3107.44398384017,3188.22308036366,3317.12945796902,3489.99871025251,3548.09783188874,3578.96949554889,3496.01922702647,3391.07109691329,3358.18887377415,3156.51045224001,2965.56064652331,2945.47936559204,2875.31538423913,2734.53557568704,2753.69149044127,2800.94322713636,2819.34431340255,2897.28368469385,2982.23258614067,2961.69969443323,3015.14349069109,3089.45026726562,3164.51574119261,3234.02789548755,3326.14319108194,3429.73477666501,3377.57056580098,3394.70806664718,3390.15574339799,3413.26269001332,3450.75609913824,3528.67260772091,3618,3712.76946912895,3803.12712504332,3956.39668706737,4007.16464162591
Bosnia and Herzegovina,490.824692540934,,,,,,,,,,,,,,,,,,,,501.121103135724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.623143041347,,,,,,,,,,,,,,,,,,,,566.646828850449,,,,,,,,,,606.284020357686,,,,,,,,,,710.414771966513,,,710.433256675505,,,,,,,693.14636248486,699.982591254847,710.287290696503,736.691170302455,778.43130099249,805.145166732784,849.174501671006,823.556633311368,883.370627758899,916.927901469618,886.202733656708,847.431730492585,758.013381697934,770.858115718852,788.590979817077,766.058842152741,853.685565947305,855.955183215902,911.73433634381,948.927414153073,,,,,,,,884.19246082118,1040.80047026627,1128.11706211724,1042.49570926965,1069.49713500538,973.533194754405,1104.17367531826,1150.69324512605,1208.077332786,1170.75790275203,1353.98917629596,1398.03242003613,1555.18774066259,1638.05829099374,1694.85609058694,1709.68367929728,1869.419505852,2029.36291918502,2063.89856615257,2154.28506408879,2172.35242334011,2199.57457396294,2426.35037724262,2523.6070287073,2790.00247410767,2860.16975031843,2930.94273085261,3279.66446572289,3250.83357007643,3319.88299253139,3528.48130500811,3690.93530964752,3910.9708623701,4075.45346420085,4123.10237320671,4126.6131565372,4138.77146219648,4220.39454068176,4232.23815565211,4383.55095411255,4314.1147569326,4234.67227399338,4162.73870932984,3844.61247699323,3378.37817481463,2546.7814448786,1895.66070493927,2034.36993297671,2200.62168208597,3487.83396910122,4766.35590373202,5251.01891603748,5544.95268959897,5733.14817972639,5880.62860925754,6018.97523911258,6097.74245055082,6317.27254478,6506,6856.27416335102,7247.13420484384,7619.54058969962,7341.98070396987
Botswana,407.36,,,,,,,,,,,,,,,,,,,,407.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.251180360726,840.943339499122,851.2411407213,865.861380195266,880.496851358792,893.581978094593,905.908333665565,918.232534897093,929.046571071152,944.136924798358,953.261153782577,971.440677158039,983.653976362407,999.692448619813,1018.748808725,1034.37386446851,1119.01312066391,1214.70929362395,1319.17758508929,1424.21395555478,1532.7099317933,1769.3391678871,2263.6111136446,2658.42917334232,3077.33346912843,2897.18107692772,3271.32170653671,3214.8578184472,3640.34237089068,3818.39922576262,4178.48035133365,4399.13202632413,4551.14214979374,5079.53259301298,5450.43682728298,5656.04290983508,5889.64089940868,6205.88385032548,6959.65945753036,7619.6172933981,7829.23118891792,7964.57665516027,7954.11164513587,7860.64986182122,7898.0459531912,8030.47631444322,8281.91773531132,8647.14231260216,8990.98470390171,9416.67037626132,10107.9868850933,10543.6138915283,11003.6050792119,11391.0865403831,11722.5864285524,12057,12574.1829347263,13010.6980947757,13240.0615203298,12282.2840602517
Brazil,509.203561494668,,,,,,,,,,,,,,,,,,,,539.024395769995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.900152973809,611.361263529002,594.854509413718,558.225537159179,539.178471586819,544.306527702454,564.086172719906,603.645462754808,642.47217334462,637.344117228984,654.193444466072,648.332808905346,617.564472211533,631.483481668258,640.274435009347,687.892098940248,712.799800073335,772.138735125689,772.138735125689,772.138735125689,715.730117853698,715.730117853698,740.637818986785,718.660435634061,729.649127310423,740.637818986785,712.799800073335,693.020155055884,726.71880953006,732.579445090786,698.88079061661,704.741426177336,721.590753414424,701.811108396973,749.428772327874,695.950472836247,718.660435634061,671.04277170316,645.402491124983,654.193444466072,715.730117853698,760.417464004236,659.321500581708,561.155854939542,561.155854939542,665.182136142434,603.645462754808,594.854509413718,608.773518870443,597.784827194082,575.074864396267,648.477053940148,629.736400718612,630.968517410213,622.589697318526,632.640489854745,696.972692710772,691.296370494862,654.699047511674,705.475836129842,711.353101957164,737.664217674374,770.69635826309,778.233613581077,750.11392143186,738.087247871403,729.685915745595,783.659508878524,749.016370055154,792.55689547131,875.519170740644,874.142722858514,925.600275470494,984.138332007924,980.078760026119,959.962742407817,989.099381812819,1076.22204024471,1177.58261340433,1164.61962557077,1118.34322985686,1056.69795083777,1081.05089734303,1157.13239473984,1237.46314461516,1250.23802045668,1374.68970819958,1410.23028330427,1444.0051404136,1449.77117798483,1406.39138174619,1443.75568789741,1369.92264256247,1457.01647601049,1538.98650663893,1553.89141489451,1695.26312979321,1694.09774981587,1813.50873649535,1903.64470652026,1979.81390288334,2020.23323864005,2108.94435493917,2145.84334680107,2249.20311405986,2379.47702947488,2376.50126052896,2487.36598933965,2680.42960500534,2861.7497498272,3044.12844317538,3214.18595399979,3336.58580183458,3260.24509111274,3277.00538208406,3261.05072238206,3385.404101931,3429.86435650732,3666.978271783,3909.48044556254,4184.06823754007,4554.84715452711,4985.71146694477,5558.50019601117,5873.83347823485,6031.57008838406,6500.64989885722,6660.11865362069,6825.89376292645,7117.95854514319,7623.18415916796,7128.81314697198,7030.83587839153,6672.28052985864,6890.25350196719,7286.9618474262,7685.05928787489,7807.09581835584,7657.32383879831,7763.03752665537,7136.93246021291,7097.83488526139,6950.28302124859,7188.19018832074,7503.67380863002,7713.35320861238,7810.20100791529,7957.98082360135,7860.55224585908,7818.96172768407,8056.0609151376,8022.523304806,8131.21284336074,8110.41178926885,8461.49866866134,8596,8869.54860193307,9305.65903315069,9682.0033130306,9569.77938590096
British Virgin Islands,527.430746222079,,,,,,,,,,,,,,,,,,,,527.430746222079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973.136082548638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3299.70892685802,2922.08056483866,2878.50497803035,2997.16661308668,3252.5531164528,3368.29572786354,3334.67383916515,3379.37465441786,3615.16449911529,3988.3514554375,4459.84663550594,4364.09937341572,4311.08882529604,4384.82873818287,4433.48541397822,4298.042499772,4261.59386016295,4664.27987676593,4961.38841050796,5174.69663055888,6846.42573390867,9052.62556826232,12075.3615897041,16383.9311249757,21426.4255295601,28301.3285272445,30787.0131863166,33270.3441283523,35909.2207136459,38533.1864481215,42980.9147498529,43879.077654853,41721.8572947283,38214.1384733846,41705.2429206395,44961.2153291739,45531.676796043,45795.0299351997,46435.7698639679
Brunei,1011.68058950275,,,,,,,,,,,,,,,,,,,,1011.68058950275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1367.7071342313,,,,,,,,,,,,,,,,1440.52928637384,,,,,,,,,,,,,,,,,,,,,35554.3601040906,,,,,,,,,,,,,,,,,,,,48558.1059868418,51244.6632771653,54117.1590637941,56943.8981716377,61078.9422381006,58861.779620677,67973.722984302,72555.2285418038,74695.4268531257,88381.1104990443,79534.5677772742,61817.0606349346,62407.2105683475,60976.164723404,59654.846361269,57144.3082023159,54048.4406712057,53585.9035513943,52649.8022842528,50628.3142502017,50563.5711863904,51141.0066515483,49174.4054329117,48067.9731437831,47618.0950900642,47786.7810926671,48234.2834267139,48967.31260067,47521.2030972951,47811.1754870752,48020.3545662426,48192.7560043174,48906.3489421438,49184.0949358148,48333.6704096268,47465,48580.6977997768,47701.8231882981,45859.7465522762,44738.9933984071
Bulgaria,836.313456029429,,,,,,,,,,,,,,,,,,,,853.857452613319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1084.3618930432,,,,,,,,,,,,,,,,,,,,1460.06660795348,,,,,,,,,,1578.95373073945,,,,,,,,,,1879.73402520936,,,1980.33888093906,,,,,,,,,,,1173.27645571947,1190.81198485009,1509.69989835551,1619.80149293894,1573.85862367324,1523.88589626065,1658.24283688729,1876.68866693194,1864.40828967021,1871.37744756428,1689.50154183384,1595.52264796003,1927.59456794256,2022.44576548184,2059.29949109707,2068.96301613117,1998.58221955831,2022.65665736753,1910.08174680325,1953.87979576436,1790.92853823458,1384.92006552874,,,,,2131.56314936404,2567.4245340295,2444.28664824776,2691.93506785241,2613.9831077665,2772.89430442919,2747.37792926683,3008.67072705224,3238.1089181279,3464.56965225075,3759.16551010347,3966.09324774426,4254.33783871211,4412.81032207771,4721.86390812096,4970.48803040606,5325.95343078983,5577.00280034363,5639.34675145807,5868.7826803938,6162.46850341083,6328.50424722452,6597.49439846926,6822.38526860743,6989.57151510901,7527.86317298493,7722.87113722772,7612.24043841684,7771.11804774901,8062.60073918397,7802.84579812649,7987.01520375954,8224.19164733847,8052.3725664764,8301.97965415093,8037.95001342181,8236.46160471638,8239.85482374754,8179.01054129508,8025.26604053437,7225.87795823236,6710.6987954396,6302.62343834929,6367.39497043282,6550.71088535138,6820.30762409384,6250.9660746061,5970.3887595909,6282.64121497929,6491.09967245906,6907.01372154611,7264.60722568547,7696.77772486842,8105.38875489688,8721.22802785157,9353,9995.41888085696,10923.4537654316,11357.625605212,10840.2605629157
Burkina Faso,454.33,,,,,,,,,,,,,,,,,,,,454.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.707854373329,529.657381146173,543.255241284414,557.006778027695,571.396171151759,586.398175611325,601.987882038102,617.183464766024,633.886349106048,649.699471355038,661.861642306871,684.795786455521,722.512020567981,708.575196829746,719.565221976176,740.982689851211,737.83219557854,794.826559703006,810.760980471009,817.429290744933,809.749463943414,831.900333968535,854.735976337004,798.632643207592,772.28457320893,727.946245473755,709.391042704929,743.38703680361,811.573796268276,800.891764023854,794.762026115583,809.749406476934,807.19858554585,778.052926790327,770.525197546708,848.799693194136,955.397400465642,912.063141715827,957.868563941133,917.408093426877,880.173585166653,938.090750345166,931.752773090588,895.907778718668,878.96880191569,889.906891177781,929.206523912631,946.2949618285,978.600514253737,1009.58784976918,1001.47726920122,1029.9717251249,1037.64522050667,1080.53304286863,1096.85352085826,1140,1175.51458418342,1189.88290894976,1223.52396417409,1234.41817176982
Burundi,447.59,,,,,,,,,,,,,,,,,,,,447.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.229716880977,334.764523140178,339.296458707671,346.93122414545,359.607286837305,364.643750374436,372.004625155386,379.564628091041,383.377692717296,398.304660829716,396.941612070625,333.270274757242,355.203227285652,364.131535248732,376.099191522359,380.078804201526,387.468399970031,412.977513555115,400.025893802365,388.10198035298,483.319844082985,510.506336303579,464.099503946136,496.109663631125,484.511009971038,478.55240955674,506.220081475095,556.10326511695,536.576369885061,522.017340305014,539.85281046976,574.481229434198,559.60323101822,563.298914016864,549.690194735264,600.876340470104,611.888239170464,621.818818885505,628.589786704472,623.271409618944,630.441517049474,646.513012422786,631.699877828496,613.036366581026,585.18332337121,507.19877429872,462.846962504198,463.115147766172,473.698911302748,455.41209590209,443.764739576214,440.512389297423,446.403512550219,427.140638245494,431.757408274675,420.080474518062,432.952827872996,439.638922994437,450.541887388212,457.067552847093
Cambodia,809.234570731663,,,,,,,,,,,,,,,,,,,,809.234570731663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.025073380079,355.212450929363,368.469285638618,363.268252249894,395.752987517963,378.150936245551,417.470597274307,434.038336376347,443.979754025198,474.585915906753,489.730923797276,472.195557609618,496.913647564802,519.813851769403,492.190930137336,502.020227507364,511.050523499252,523.432314157215,533.169657420872,527.465753027296,472.620088680007,449.474944123306,421.62402566631,567.9272426315,480.68217583645,423.405102162581,470.176868309636,524.972183151913,593.454783842686,608.239275092187,606.595000863785,597.379707466677,624.475478422265,648.639484765406,677.856243857811,706.881427283651,724.214004945346,683.895573155831,675.384507734905,666.818029458869,642.9024504456,666.817569272331,682.303175548637,677.297797880212,680.571393356612,708.191373676267,730.423958382383,734.285170005204,729.512416636514,793.335115136567,833.360668192079,864.97180147672,896.226015310778,926.113692739953,1305.4413576582,1453,1571.43880627102,1830.55521044725,1914.75316683591,1830.96768482483
